spatial_extent,model,model_number,predictor,estimate,log_likelihood,delta_aic,aic,adjusted_r2
riparian,electrical_conductivity,7,% wetland,-0.1 (0.16),10.48626949,3.54780327,-1.372538985,0.30529219
riparian,electrical_conductivity,8,intercept,0.21 (0.17),3.419256018,14.08183022,9.161487963,-0.100837193
riparian,electrical_conductivity,8,wetted width,-0.04 (0.21),3.419256018,14.08183022,9.161487963,-0.100837193
riparian,electrical_conductivity,8,canopy,0.05 (0.17),3.419256018,14.08183022,9.161487963,-0.100837193
riparian,electrical_conductivity,8,% wetland,-0.18 (0.19),3.419256018,14.08183022,9.161487963,-0.100837193
riparian,electrical_conductivity,8,% lake,0 (0.18),3.419256018,14.08183022,9.161487963,-0.100837193
riparian,embeddedness,null,intercept,0.57 (0.05),-1.627642698,0,7.735285396,0
riparian,embeddedness,1,intercept,0.35 (0.15),1.37951164,2.232964052,9.968249448,0.09245643
riparian,embeddedness,1,forest disturbance,0.12 (0.19),1.37951164,2.232964052,9.968249448,0.09245643
riparian,embeddedness,1,substrate size,0.18 (0.23),1.37951164,2.232964052,9.968249448,0.09245643
riparian,embeddedness,1,% lake,0.41 (0.18),1.37951164,2.232964052,9.968249448,0.09245643
riparian,embeddedness,2,intercept,0.41 (0.15),1.279736077,2.432515178,10.16780057,0.085965422
riparian,embeddedness,2,road density,-0.08 (0.17),1.279736077,2.432515178,10.16780057,0.085965422
riparian,embeddedness,2,substrate size,0.19 (0.23),1.279736077,2.432515178,10.16780057,0.085965422
riparian,embeddedness,2,% lake,0.43 (0.18),1.279736077,2.432515178,10.16780057,0.085965422
riparian,embeddedness,3,intercept,0.38 (0.15),1.192456726,2.607073879,10.34235928,0.080249312
riparian,embeddedness,3,human impact,0.04 (0.17),1.192456726,2.607073879,10.34235928,0.080249312
riparian,embeddedness,3,substrate size,0.2 (0.23),1.192456726,2.607073879,10.34235928,0.080249312
riparian,embeddedness,3,% lake,0.43 (0.19),1.192456726,2.607073879,10.34235928,0.080249312
riparian,embeddedness,4,intercept,0.4 (0.16),1.362145332,5.540423941,13.27570934,0.051822576
riparian,embeddedness,4,road density,-0.09 (0.18),1.362145332,5.540423941,13.27570934,0.051822576
riparian,embeddedness,4,human impact,0.07 (0.18),1.362145332,5.540423941,13.27570934,0.051822576
riparian,embeddedness,4,substrate size,0.19 (0.24),1.362145332,5.540423941,13.27570934,0.051822576
riparian,embeddedness,4,% lake,0.44 (0.19),1.362145332,5.540423941,13.27570934,0.051822576
riparian,embeddedness,5,intercept,0.37 (0.16),1.859710867,4.545292869,12.28057827,0.084929377
riparian,embeddedness,5,forest disturbance,0.22 (0.23),1.859710867,4.545292869,12.28057827,0.084929377
riparian,embeddedness,5,road density,-0.17 (0.19),1.859710867,4.545292869,12.28057827,0.084929377
riparian,embeddedness,5,substrate size,0.15 (0.23),1.859710867,4.545292869,12.28057827,0.084929377
riparian,embeddedness,5,% lake,0.44 (0.18),1.859710867,4.545292869,12.28057827,0.084929377
riparian,embeddedness,6,intercept,0.33 (0.17),1.440816906,5.383080792,13.11836619,0.05713582
riparian,embeddedness,6,forest disturbance,0.13 (0.2),1.440816906,5.383080792,13.11836619,0.05713582
riparian,embeddedness,6,human impact,0.06 (0.17),1.440816906,5.383080792,13.11836619,0.05713582
riparian,embeddedness,6,substrate size,0.18 (0.24),1.440816906,5.383080792,13.11836619,0.05713582
riparian,embeddedness,6,% lake,0.43 (0.19),1.440816906,5.383080792,13.11836619,0.05713582
riparian,embeddedness,7,intercept,0.34 (0.17),2.190477993,7.483758619,15.21904401,0.065672719
riparian,embeddedness,7,forest disturbance,0.28 (0.24),2.190477993,7.483758619,15.21904401,0.065672719
riparian,embeddedness,7,road density,-0.23 (0.21),2.190477993,7.483758619,15.21904401,0.065672719
riparian,embeddedness,7,human impact,0.14 (0.19),2.190477993,7.483758619,15.21904401,0.065672719
riparian,embeddedness,7,substrate size,0.14 (0.24),2.190477993,7.483758619,15.21904401,0.065672719
riparian,embeddedness,7,% lake,0.48 (0.19),2.190477993,7.483758619,15.21904401,0.065672719
riparian,embeddedness,8,intercept,0.48 (0.16),1.910473575,4.443767454,12.17905285,0.088241331
riparian,embeddedness,8,wetted width,-0.19 (0.2),1.910473575,4.443767454,12.17905285,0.088241331
riparian,embeddedness,8,substrate size,0.28 (0.24),1.910473575,4.443767454,12.17905285,0.088241331
riparian,embeddedness,8,% lake,0.38 (0.19),1.910473575,4.443767454,12.17905285,0.088241331
riparian,embeddedness,8,flow,-0.17 (0.21),1.910473575,4.443767454,12.17905285,0.088241331
riparian,total dissolved solids,null,intercept,0.18 (0.04),2.548005539,6.198086891,-0.616011078,0
riparian,total dissolved solids,1,intercept,0.31 (0.14),5.524460344,8.492450009,1.67835204,0.090464163
riparian,total dissolved solids,1,forest disturbance,0.17 (0.17),5.524460344,8.492450009,1.67835204,0.090464163
riparian,total dissolved solids,1,substrate size,-0.25 (0.2),5.524460344,8.492450009,1.67835204,0.090464163
riparian,total dissolved solids,1,% barren,-0.24 (0.13),5.524460344,8.492450009,1.67835204,0.090464163
riparian,total dissolved solids,2,intercept,0.19 (0.12),9.415908961,0.709552775,-6.104545194,0.311184274
riparian,total dissolved solids,2,road density,0.38 (0.13),9.415908961,0.709552775,-6.104545194,0.311184274
riparian,total dissolved solids,2,substrate size,-0.15 (0.18),9.415908961,0.709552775,-6.104545194,0.311184274
riparian,total dissolved solids,2,% barren,-0.17 (0.11),9.415908961,0.709552775,-6.104545194,0.311184274
riparian,total dissolved solids,3,intercept,0.29 (0.12),7.490364508,4.560641681,-2.253456288,0.209620924
riparian,total dissolved solids,3,human impact,0.29 (0.13),7.490364508,4.560641681,-2.253456288,0.209620924
riparian,total dissolved solids,3,substrate size,-0.23 (0.19),7.490364508,4.560641681,-2.253456288,0.209620924
riparian,total dissolved solids,3,% barren,-0.21 (0.12),7.490364508,4.560641681,-2.253456288,0.209620924
riparian,total dissolved solids,4,intercept,0.15 (0.12),11.40704898,0,-6.814097969,0.376524724
riparian,total dissolved solids,4,road density,0.34 (0.12),11.40704898,0,-6.814097969,0.376524724
riparian,total dissolved solids,4,human impact,0.23 (0.12),11.40704898,0,-6.814097969,0.376524724
riparian,total dissolved solids,4,substrate size,-0.16 (0.17),11.40704898,0,-6.814097969,0.376524724
riparian,total dissolved solids,4,% barren,-0.14 (0.11),11.40704898,0,-6.814097969,0.376524724
riparian,total dissolved solids,5,intercept,0.2 (0.13),9.518486668,3.777124632,-3.036973336,0.286482888
riparian,total dissolved solids,5,forest disturbance,-0.07 (0.17),9.518486668,3.777124632,-3.036973336,0.286482888
riparian,total dissolved solids,5,road density,0.41 (0.15),9.518486668,3.777124632,-3.036973336,0.286482888
riparian,total dissolved solids,5,substrate size,-0.14 (0.18),9.518486668,3.777124632,-3.036973336,0.286482888
riparian,total dissolved solids,5,% barren,-0.17 (0.12),9.518486668,3.777124632,-3.036973336,0.286482888
riparian,total dissolved solids,6,intercept,0.2 (0.14),8.710998792,5.392100385,-1.421997583,0.244118872
riparian,total dissolved solids,6,forest disturbance,0.23 (0.16),8.710998792,5.392100385,-1.421997583,0.244118872
riparian,total dissolved solids,6,human impact,0.32 (0.13),8.710998792,5.392100385,-1.421997583,0.244118872
riparian,total dissolved solids,6,substrate size,-0.25 (0.18),8.710998792,5.392100385,-1.421997583,0.244118872
riparian,total dissolved solids,6,% barren,-0.18 (0.12),8.710998792,5.392100385,-1.421997583,0.244118872
riparian,total dissolved solids,7,intercept,0.15 (0.13),11.41705299,3.579991985,-3.234105984,0.348650541
riparian,total dissolved solids,7,forest disturbance,0.02 (0.17),11.41705299,3.579991985,-3.234105984,0.348650541
riparian,total dissolved solids,7,road density,0.33 (0.15),11.41705299,3.579991985,-3.234105984,0.348650541
riparian,total dissolved solids,7,human impact,0.23 (0.13),11.41705299,3.579991985,-3.234105984,0.348650541
riparian,total dissolved solids,7,substrate size,-0.17 (0.17),11.41705299,3.579991985,-3.234105984,0.348650541
riparian,total dissolved solids,7,% barren,-0.14 (0.11),11.41705299,3.579991985,-3.234105984,0.348650541
riparian,total dissolved solids,8,intercept,0.36 (0.14),5.089643309,12.63481135,5.820713381,0.020979704
riparian,total dissolved solids,8,wetted width,-0.02 (0.17),5.089643309,12.63481135,5.820713381,0.020979704
riparian,total dissolved solids,8,substrate size,-0.21 (0.22),5.089643309,12.63481135,5.820713381,0.020979704
riparian,total dissolved solids,8,% barren,-0.26 (0.13),5.089643309,12.63481135,5.820713381,0.020979704
riparian,total dissolved solids,8,% lake,0.07 (0.17),5.089643309,12.63481135,5.820713381,0.020979704
local,invertebrate biomass,null,intercept,0.25 (0.05),0.271630457,11.73631921,3.936739086,0
local,invertebrate biomass,1,intercept,0.47 (0.13),4.788960621,10.94893161,3.149351486,0.185257694
local,invertebrate biomass,1,forest disturbance,-0.1 (0.16),4.788960621,10.94893161,3.149351486,0.185257694
local,invertebrate biomass,1,wetted width,-0.47 (0.17),4.788960621,10.94893161,3.149351486,0.185257694
local,invertebrate biomass,1,substrate size,0.04 (0.21),4.788960621,10.94893161,3.149351486,0.185257694
local,invertebrate biomass,2,intercept,0.29 (0.12),8.670815563,3.185221721,-4.614358399,0.382550971
local,invertebrate biomass,2,road density,0.47 (0.16),8.670815563,3.185221721,-4.614358399,0.382550971
local,invertebrate biomass,2,wetted width,-0.35 (0.15),8.670815563,3.185221721,-4.614358399,0.382550971
local,invertebrate biomass,2,substrate size,0.03 (0.18),8.670815563,3.185221721,-4.614358399,0.382550971
local,invertebrate biomass,3,intercept,0.47 (0.13),5.086091266,10.35467032,2.555090196,0.202367267
local,invertebrate biomass,3,human impact,-0.11 (0.12),5.086091266,10.35467032,2.555090196,0.202367267
local,invertebrate biomass,3,wetted width,-0.53 (0.17),5.086091266,10.35467032,2.555090196,0.202367267
local,invertebrate biomass,3,substrate size,0.08 (0.21),5.086091266,10.35467032,2.555090196,0.202367267
local,invertebrate biomass,4,intercept,0.34 (0.11),11.89979006,0,-7.79958012,0.488414309
local,invertebrate biomass,4,road density,0.61 (0.16),11.89979006,0,-7.79958012,0.488414309
local,invertebrate biomass,4,human impact,-0.25 (0.1),11.89979006,0,-7.79958012,0.488414309
local,invertebrate biomass,4,wetted width,-0.4 (0.14),11.89979006,0,-7.79958012,0.488414309
local,invertebrate biomass,4,substrate size,0.14 (0.17),11.89979006,0,-7.79958012,0.488414309
local,invertebrate biomass,5,intercept,0.34 (0.12),9.577252445,4.645075229,-3.15450489,0.396098778
local,invertebrate biomass,5,forest disturbance,-0.18 (0.14),9.577252445,4.645075229,-3.15450489,0.396098778
local,invertebrate biomass,5,road density,0.51 (0.17),9.577252445,4.645075229,-3.15450489,0.396098778
local,invertebrate biomass,5,wetted width,-0.31 (0.15),9.577252445,4.645075229,-3.15450489,0.396098778
local,invertebrate biomass,5,substrate size,0.05 (0.18),9.577252445,4.645075229,-3.15450489,0.396098778
local,invertebrate biomass,6,intercept,0.48 (0.14),5.12782671,13.5439267,5.74434658,0.170165098
local,invertebrate biomass,6,forest disturbance,-0.05 (0.18),5.12782671,13.5439267,5.74434658,0.170165098
local,invertebrate biomass,6,human impact,-0.1 (0.13),5.12782671,13.5439267,5.74434658,0.170165098
local,invertebrate biomass,6,wetted width,-0.51 (0.18),5.12782671,13.5439267,5.74434658,0.170165098
local,invertebrate biomass,6,substrate size,0.08 (0.21),5.12782671,13.5439267,5.74434658,0.170165098
local,invertebrate biomass,7,intercept,0.36 (0.11),12.03958042,3.32041928,-4.47916084,0.470474228
local,invertebrate biomass,7,forest disturbance,-0.07 (0.14),12.03958042,3.32041928,-4.47916084,0.470474228
local,invertebrate biomass,7,road density,0.61 (0.16),12.03958042,3.32041928,-4.47916084,0.470474228
local,invertebrate biomass,7,human impact,-0.23 (0.11),12.03958042,3.32041928,-4.47916084,0.470474228
local,invertebrate biomass,7,wetted width,-0.38 (0.15),12.03958042,3.32041928,-4.47916084,0.470474228
local,invertebrate biomass,7,substrate size,0.13 (0.17),12.03958042,3.32041928,-4.47916084,0.470474228
local,invertebrate biomass,8,intercept,0.35 (0.16),4.95644781,13.8866845,6.087104379,0.159944368
local,invertebrate biomass,8,wetted width,-0.39 (0.2),4.95644781,13.8866845,6.087104379,0.159944368
local,invertebrate biomass,8,substrate size,0 (0.22),4.95644781,13.8866845,6.087104379,0.159944368
local,invertebrate biomass,8,canopy,0.11 (0.15),4.95644781,13.8866845,6.087104379,0.159944368
local,invertebrate biomass,8,flow,0.04 (0.18),4.95644781,13.8866845,6.087104379,0.159944368
local,EPT index,null,intercept,0.43 (0.05),-2.331118156,0,9.142236311,0
local,EPT index,1,intercept,0.08 (0.15),1.563356801,0.458322814,9.600559126,0.148191674
local,EPT index,1,forest disturbance,0.4 (0.18),1.563356801,0.458322814,9.600559126,0.148191674
local,EPT index,1,wetted width,0.12 (0.19),1.563356801,0.458322814,9.600559126,0.148191674
local,EPT index,1,substrate size,0.22 (0.23),1.563356801,0.458322814,9.600559126,0.148191674
local,EPT index,2,intercept,0.17 (0.16),-0.672666251,4.930368918,14.07260523,0.000677585
local,EPT index,2,road density,0.18 (0.23),-0.672666251,4.930368918,14.07260523,0.000677585
local,EPT index,2,wetted width,0.22 (0.21),-0.672666251,4.930368918,14.07260523,0.000677585
local,EPT index,2,substrate size,0.26 (0.25),-0.672666251,4.930368918,14.07260523,0.000677585
local,EPT index,3,intercept,0.18 (0.15),-0.539000586,4.663037588,13.8052739,0.010173261
local,EPT index,3,human impact,0.13 (0.14),-0.539000586,4.663037588,13.8052739,0.010173261
local,EPT index,3,wetted width,0.22 (0.21),-0.539000586,4.663037588,13.8052739,0.010173261
local,EPT index,3,substrate size,0.21 (0.26),-0.539000586,4.663037588,13.8052739,0.010173261
local,EPT index,4,intercept,0.15 (0.17),-0.395426267,7.648616223,16.79085253,-0.022324487
local,EPT index,4,road density,0.12 (0.25),-0.395426267,7.648616223,16.79085253,-0.022324487
local,EPT index,4,human impact,0.11 (0.16),-0.395426267,7.648616223,16.79085253,-0.022324487
local,EPT index,4,wetted width,0.24 (0.22),-0.395426267,7.648616223,16.79085253,-0.022324487
local,EPT index,4,substrate size,0.22 (0.26),-0.395426267,7.648616223,16.79085253,-0.022324487
local,EPT index,5,intercept,0.06 (0.16),1.693836878,3.470089932,12.61232624,0.119402072
local,EPT index,5,forest disturbance,0.39 (0.19),1.693836878,3.470089932,12.61232624,0.119402072
local,EPT index,5,road density,0.1 (0.22),1.693836878,3.470089932,12.61232624,0.119402072
local,EPT index,5,wetted width,0.15 (0.2),1.693836878,3.470089932,12.61232624,0.119402072
local,EPT index,5,substrate size,0.22 (0.24),1.693836878,3.470089932,12.61232624,0.119402072
local,EPT index,6,intercept,0.08 (0.15),1.571048211,3.715667266,12.85790358,0.111644714
local,EPT index,6,forest disturbance,0.39 (0.2),1.571048211,3.715667266,12.85790358,0.111644714
local,EPT index,6,human impact,0.02 (0.15),1.571048211,3.715667266,12.85790358,0.111644714
local,EPT index,6,wetted width,0.13 (0.2),1.571048211,3.715667266,12.85790358,0.111644714
local,EPT index,6,substrate size,0.21 (0.24),1.571048211,3.715667266,12.85790358,0.111644714
local,EPT index,7,intercept,0.06 (0.16),1.694491233,7.068781222,16.21101753,0.079417922
local,EPT index,7,forest disturbance,0.39 (0.21),1.694491233,7.068781222,16.21101753,0.079417922
local,EPT index,7,road density,0.1 (0.24),1.694491233,7.068781222,16.21101753,0.079417922
local,EPT index,7,human impact,-0.01 (0.16),1.694491233,7.068781222,16.21101753,0.079417922
local,EPT index,7,wetted width,0.15 (0.21),1.694491233,7.068781222,16.21101753,0.079417922
local,EPT index,7,substrate size,0.22 (0.25),1.694491233,7.068781222,16.21101753,0.079417922
local,EPT index,8,intercept,0.19 (0.2),-0.778069629,8.413902946,17.55613926,-0.050651673
local,EPT index,8,wetted width,0.21 (0.25),-0.778069629,8.413902946,17.55613926,-0.050651673
local,EPT index,8,substrate size,0.27 (0.27),-0.778069629,8.413902946,17.55613926,-0.050651673
local,EPT index,8,canopy,0.1 (0.19),-0.778069629,8.413902946,17.55613926,-0.050651673
local,EPT index,8,flow,-0.1 (0.22),-0.778069629,8.413902946,17.55613926,-0.050651673
local,periphyton biomass,null,intercept,0.2 (0.04),5.935291373,0,-7.390582747,0
local,periphyton biomass,1,intercept,-0.01 (0.14),9.638546287,0.8407629,-6.549819847,0.136477368
local,periphyton biomass,1,forest disturbance,-0.08 (0.14),9.638546287,0.8407629,-6.549819847,0.136477368
local,periphyton biomass,1,wetted width,0.42 (0.16),9.638546287,0.8407629,-6.549819847,0.136477368
local,periphyton biomass,1,canopy,0.16 (0.13),9.638546287,0.8407629,-6.549819847,0.136477368
local,periphyton biomass,2,intercept,-0.05 (0.12),9.465617251,1.186620972,-6.203961775,0.125744925
local,periphyton biomass,2,road density,-0.01 (0.16),9.465617251,1.186620972,-6.203961775,0.125744925
local,periphyton biomass,2,wetted width,0.42 (0.16),9.465617251,1.186620972,-6.203961775,0.125744925
local,periphyton biomass,2,canopy,0.18 (0.13),9.465617251,1.186620972,-6.203961775,0.125744925
local,periphyton biomass,3,intercept,-0.04 (0.13),9.48212587,1.153603734,-6.236979013,0.126775228
local,periphyton biomass,3,human impact,-0.02 (0.1),9.48212587,1.153603734,-6.236979013,0.126775228
local,periphyton biomass,3,wetted width,0.41 (0.16),9.48212587,1.153603734,-6.236979013,0.126775228
local,periphyton biomass,3,canopy,0.18 (0.13),9.48212587,1.153603734,-6.236979013,0.126775228
local,periphyton biomass,4,intercept,-0.04 (0.13),9.482379041,4.425824665,-2.964758082,0.088825411
local,periphyton biomass,4,road density,0 (0.18),9.482379041,4.425824665,-2.964758082,0.088825411
local,periphyton biomass,4,human impact,-0.02 (0.11),9.482379041,4.425824665,-2.964758082,0.088825411
local,periphyton biomass,4,wetted width,0.41 (0.17),9.482379041,4.425824665,-2.964758082,0.088825411
local,periphyton biomass,4,canopy,0.18 (0.13),9.482379041,4.425824665,-2.964758082,0.088825411
local,periphyton biomass,5,intercept,-0.01 (0.14),9.639392483,4.111797781,-3.278784966,0.098987367
local,periphyton biomass,5,forest disturbance,-0.08 (0.15),9.639392483,4.111797781,-3.278784966,0.098987367
local,periphyton biomass,5,road density,0.01 (0.17),9.639392483,4.111797781,-3.278784966,0.098987367
local,periphyton biomass,5,wetted width,0.42 (0.17),9.639392483,4.111797781,-3.278784966,0.098987367
local,periphyton biomass,5,canopy,0.16 (0.14),9.639392483,4.111797781,-3.278784966,0.098987367
local,periphyton biomass,6,intercept,-0.01 (0.14),9.6392731,4.112036548,-3.278546199,0.098979684
local,periphyton biomass,6,forest disturbance,-0.08 (0.16),9.6392731,4.112036548,-3.278546199,0.098979684
local,periphyton biomass,6,human impact,0 (0.11),9.6392731,4.112036548,-3.278546199,0.098979684
local,periphyton biomass,6,wetted width,0.42 (0.17),9.6392731,4.112036548,-3.278546199,0.098979684
local,periphyton biomass,6,canopy,0.16 (0.13),9.6392731,4.112036548,-3.278546199,0.098979684
local,periphyton biomass,7,intercept,-0.01 (0.15),9.639755784,7.711071179,0.320488432,0.058056691
local,periphyton biomass,7,forest disturbance,-0.08 (0.16),9.639755784,7.711071179,0.320488432,0.058056691
local,periphyton biomass,7,road density,0.01 (0.18),9.639755784,7.711071179,0.320488432,0.058056691
local,periphyton biomass,7,human impact,0 (0.12),9.639755784,7.711071179,0.320488432,0.058056691
local,periphyton biomass,7,wetted width,0.42 (0.17),9.639755784,7.711071179,0.320488432,0.058056691
local,periphyton biomass,7,canopy,0.16 (0.14),9.639755784,7.711071179,0.320488432,0.058056691
local,periphyton biomass,8,intercept,-0.07 (0.15),9.914399578,3.561783591,-3.828799156,0.116513586
local,periphyton biomass,8,wetted width,0.5 (0.19),9.914399578,3.561783591,-3.828799156,0.116513586
local,periphyton biomass,8,% wetland,0.12 (0.18),9.914399578,3.561783591,-3.828799156,0.116513586
local,periphyton biomass,8,substrate size,-0.13 (0.18),9.914399578,3.561783591,-3.828799156,0.116513586
local,periphyton biomass,8,canopy,0.25 (0.16),9.914399578,3.561783591,-3.828799156,0.116513586
local,% shredders,null,intercept,0.28 (0.05),-1.207543742,12.51131369,6.895087485,0
local,% shredders,1,intercept,0.76 (0.13),5.92624338,6.491012169,0.874785967,0.32414261
local,% shredders,1,forest disturbance,-0.2 (0.16),5.92624338,6.491012169,0.874785967,0.32414261
local,% shredders,1,wetted width,-0.16 (0.16),5.92624338,6.491012169,0.874785967,0.32414261
local,% shredders,1,substrate size,-0.61 (0.2),5.92624338,6.491012169,0.874785967,0.32414261
local,% shredders,2,intercept,0.67 (0.13),5.088282834,8.166933261,2.550707059,0.28245446
local,% shredders,2,road density,0.08 (0.19),5.088282834,8.166933261,2.550707059,0.28245446
local,% shredders,2,wetted width,-0.16 (0.17),5.088282834,8.166933261,2.550707059,0.28245446
local,% shredders,2,substrate size,-0.63 (0.2),5.088282834,8.166933261,2.550707059,0.28245446
local,% shredders,3,intercept,0.79 (0.11),9.171749465,0,-5.616226202,0.463986028
local,% shredders,3,human impact,-0.29 (0.1),9.171749465,0,-5.616226202,0.463986028
local,% shredders,3,wetted width,-0.3 (0.15),9.171749465,0,-5.616226202,0.463986028
local,% shredders,3,substrate size,-0.5 (0.18),9.171749465,0,-5.616226202,0.463986028
local,% shredders,4,intercept,0.73 (0.11),10.72202723,0.17217175,-5.444054452,0.499310716
local,% shredders,4,road density,0.27 (0.17),10.72202723,0.17217175,-5.444054452,0.499310716
local,% shredders,4,human impact,-0.35 (0.1),10.72202723,0.17217175,-5.444054452,0.499310716
local,% shredders,4,wetted width,-0.24 (0.15),10.72202723,0.17217175,-5.444054452,0.499310716
local,% shredders,4,substrate size,-0.48 (0.18),10.72202723,0.17217175,-5.444054452,0.499310716
local,% shredders,5,intercept,0.73 (0.14),6.17990519,9.256415822,3.640189621,0.307420519
local,% shredders,5,forest disturbance,-0.22 (0.16),6.17990519,9.256415822,3.640189621,0.307420519
local,% shredders,5,road density,0.12 (0.19),6.17990519,9.256415822,3.640189621,0.307420519
local,% shredders,5,wetted width,-0.12 (0.17),6.17990519,9.256415822,3.640189621,0.307420519
local,% shredders,5,substrate size,-0.61 (0.2),6.17990519,9.256415822,3.640189621,0.307420519
local,% shredders,6,intercept,0.81 (0.12),9.228529571,3.159167059,-2.457059143,0.442944921
local,% shredders,6,forest disturbance,-0.05 (0.15),9.228529571,3.159167059,-2.457059143,0.442944921
local,% shredders,6,human impact,-0.28 (0.11),9.228529571,3.159167059,-2.457059143,0.442944921
local,% shredders,6,wetted width,-0.29 (0.16),9.228529571,3.159167059,-2.457059143,0.442944921
local,% shredders,6,substrate size,-0.5 (0.19),9.228529571,3.159167059,-2.457059143,0.442944921
local,% shredders,7,intercept,0.75 (0.12),10.81252741,3.591171391,-2.02505481,0.479924922
local,% shredders,7,forest disturbance,-0.06 (0.15),10.81252741,3.591171391,-2.02505481,0.479924922
local,% shredders,7,road density,0.28 (0.17),10.81252741,3.591171391,-2.02505481,0.479924922
local,% shredders,7,human impact,-0.34 (0.12),10.81252741,3.591171391,-2.02505481,0.479924922
local,% shredders,7,wetted width,-0.23 (0.15),10.81252741,3.591171391,-2.02505481,0.479924922
local,% shredders,7,substrate size,-0.48 (0.18),10.81252741,3.591171391,-2.02505481,0.479924922
local,% shredders,8,intercept,0.8 (0.15),6.100144881,9.41593644,3.799710238,0.303463518
local,% shredders,8,canopy,-0.1 (0.15),6.100144881,9.41593644,3.799710238,0.303463518
local,% shredders,8,flow,-0.2 (0.18),6.100144881,9.41593644,3.799710238,0.303463518
local,% shredders,8,wetted width,-0.3 (0.2),6.100144881,9.41593644,3.799710238,0.303463518
local,% shredders,8,substrate size,-0.55 (0.21),6.100144881,9.41593644,3.799710238,0.303463518
local,total nitrogen,null,intercept,0.25 (0.04),1.75370538,0,0.972589241,0
local,total nitrogen,1,intercept,0.38 (0.11),2.861216051,6.032251385,7.004840626,-0.039432749
local,total nitrogen,1,forest disturbance,-0.06 (0.17),2.861216051,6.032251385,7.004840626,-0.039432749
local,total nitrogen,1,wetted width,-0.2 (0.17),2.861216051,6.032251385,7.004840626,-0.039432749
local,total nitrogen,1,% wetland,-0.12 (0.18),2.861216051,6.032251385,7.004840626,-0.039432749
local,total nitrogen,2,intercept,0.46 (0.12),3.730687058,4.293309371,5.265898612,0.023157591
local,total nitrogen,2,road density,-0.27 (0.21),3.730687058,4.293309371,5.265898612,0.023157591
local,total nitrogen,2,wetted width,-0.29 (0.18),3.730687058,4.293309371,5.265898612,0.023157591
local,total nitrogen,2,% wetland,-0.22 (0.19),3.730687058,4.293309371,5.265898612,0.023157591
local,total nitrogen,3,intercept,0.34 (0.12),2.826487028,6.10170943,7.074298671,-0.042014413
local,total nitrogen,3,human impact,0.03 (0.12),2.826487028,6.10170943,7.074298671,-0.042014413
local,total nitrogen,3,wetted width,-0.2 (0.18),2.826487028,6.10170943,7.074298671,-0.042014413
local,total nitrogen,3,% wetland,-0.12 (0.18),2.826487028,6.10170943,7.074298671,-0.042014413
local,total nitrogen,4,intercept,0.42 (0.13),4.000884774,7.025641212,7.998230453,0.000170149
local,total nitrogen,4,road density,-0.32 (0.23),4.000884774,7.025641212,7.998230453,0.000170149
local,total nitrogen,4,human impact,0.09 (0.13),4.000884774,7.025641212,7.998230453,0.000170149
local,total nitrogen,4,wetted width,-0.27 (0.18),4.000884774,7.025641212,7.998230453,0.000170149
local,total nitrogen,4,% wetland,-0.22 (0.19),4.000884774,7.025641212,7.998230453,0.000170149
local,total nitrogen,5,intercept,0.46 (0.13),3.731682672,7.564045416,8.536634657,-0.019241331
local,total nitrogen,5,forest disturbance,-0.01 (0.18),3.731682672,7.564045416,8.536634657,-0.019241331
local,total nitrogen,5,road density,-0.27 (0.22),3.731682672,7.564045416,8.536634657,-0.019241331
local,total nitrogen,5,wetted width,-0.28 (0.19),3.731682672,7.564045416,8.536634657,-0.019241331
local,total nitrogen,5,% wetland,-0.22 (0.2),3.731682672,7.564045416,8.536634657,-0.019241331
local,total nitrogen,6,intercept,0.36 (0.12),2.95844423,9.110522299,10.08311154,-0.07711899
local,total nitrogen,6,forest disturbance,-0.09 (0.2),2.95844423,9.110522299,10.08311154,-0.07711899
local,total nitrogen,6,human impact,0.06 (0.14),2.95844423,9.110522299,10.08311154,-0.07711899
local,total nitrogen,6,wetted width,-0.17 (0.19),2.95844423,9.110522299,10.08311154,-0.07711899
local,total nitrogen,6,% wetland,-0.11 (0.19),2.95844423,9.110522299,10.08311154,-0.07711899
local,total nitrogen,7,intercept,0.43 (0.13),4.064744026,10.49792271,11.47051195,-0.040519621
local,total nitrogen,7,forest disturbance,-0.06 (0.19),4.064744026,10.49792271,11.47051195,-0.040519621
local,total nitrogen,7,road density,-0.31 (0.23),4.064744026,10.49792271,11.47051195,-0.040519621
local,total nitrogen,7,human impact,0.1 (0.14),4.064744026,10.49792271,11.47051195,-0.040519621
local,total nitrogen,7,wetted width,-0.26 (0.19),4.064744026,10.49792271,11.47051195,-0.040519621
local,total nitrogen,7,% wetland,-0.21 (0.2),4.064744026,10.49792271,11.47051195,-0.040519621
local,total nitrogen,8,intercept,0.28 (0.19),3.049710839,8.927989081,9.900578322,-0.070120043
local,total nitrogen,8,wetted width,-0.16 (0.22),3.049710839,8.927989081,9.900578322,-0.070120043
local,total nitrogen,8,canopy,0.09 (0.2),3.049710839,8.927989081,9.900578322,-0.070120043
local,total nitrogen,8,% lake,0.11 (0.21),3.049710839,8.927989081,9.900578322,-0.070120043
local,total nitrogen,8,% wetland,-0.07 (0.22),3.049710839,8.927989081,9.900578322,-0.070120043
local,electrical_conductivity,null,intercept,0.18 (0.04),2.519452563,0,-0.558905127,0
local,electrical_conductivity,1,intercept,0.19 (0.11),3.625323911,6.035530032,5.476624905,-0.039554468
